Trade_ID,Ticker,Type,Qty,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL,Status
tr_1781272424,TSLA,LONG,253,2026-06-12 09:53:44,397.5199890136719,2026-06-12 09:59:20,395.50201416015625,-510.55,CLOSED
tr_1781272424,NVDA,LONG,493,2026-06-12 09:53:44,204.0200042724609,2026-06-12 10:04:26,205.109603881836,537.17,CLOSED
tr_1781272424,AAPL,LONG,345,2026-06-12 09:53:44,291.8099975585937,2026-06-12 09:59:50,291.0599975585937,-258.75,CLOSED
tr_1781272424,META,LONG,179,2026-06-12 09:53:44,562.6300048828125,2026-06-12 10:21:33,565.2899780273438,476.14,CLOSED
tr_1781273707,NFLX,LONG,887,2026-06-12 10:15:07,79.4000015258789,2026-06-12 10:16:39,79.74500274658203,306.02,CLOSED
tr_1781274625,AAPL,LONG,346,2026-06-12 10:30:25,291.9849853515625,2026-06-12 10:33:58,291.42999267578125,-192.03,CLOSED
tr_1781274868,TSLA,LONG,256,2026-06-12 10:34:28,394.3299865722656,2026-06-12 10:36:30,397.0400085449219,693.77,CLOSED
tr_1781274868,AAPL,LONG,346,2026-06-12 10:34:28,291.57501220703125,2026-06-12 10:44:07,291.0,-198.95,CLOSED
tr_1781275173,AMZN,LONG,302,2026-06-12 10:39:33,236.0901031494141,2026-06-12 10:43:06,235.65499877929688,-131.4,CLOSED
tr_1781275416,AMZN,LONG,301,2026-06-12 10:43:36,235.39610290527344,2026-06-12 10:53:17,236.69500732421875,390.97,CLOSED
tr_1781275447,NVDA,LONG,243,2026-06-12 10:44:07,204.6349029541016,2026-06-12 10:47:41,204.01499938964844,-150.64,CLOSED
tr_1781275447,META,LONG,88,2026-06-12 10:44:07,563.2899780273438,2026-06-12 10:53:17,567.5700073242188,376.64,CLOSED
tr_1781275478,AAPL,LONG,172,2026-06-12 10:44:38,291.04998779296875,2026-06-12 10:48:42,290.57000732421875,-82.56,CLOSED
tr_1781275630,AMD,LONG,68,2026-06-12 10:47:10,509.1000061035156,2026-06-12 10:58:53,514.1275024414062,341.87,CLOSED
tr_1781275630,NFLX,LONG,439,2026-06-12 10:47:10,79.76000213623047,2026-06-12 10:49:44,79.62999725341797,-57.07,CLOSED
tr_1781275691,NVDA,LONG,141,2026-06-12 10:48:11,204.1499938964844,2026-06-12 10:54:19,205.259994506836,156.51,CLOSED
tr_1781275753,TSLA,LONG,89,2026-06-12 10:49:13,392.7699890136719,2026-06-12 10:53:49,396.3499145507813,318.61,CLOSED
tr_1781275753,AAPL,LONG,121,2026-06-12 10:49:13,290.3099975585937,2026-06-12 10:54:19,291.260009765625,114.95,CLOSED
tr_1781275814,NFLX,LONG,223,2026-06-12 10:50:14,79.5999984741211,2026-06-12 10:53:17,79.91000366210938,69.13,CLOSED
tr_1781278292,MSFT,LONG,263,2026-06-12 11:31:32,388.6499938964844,2026-06-12 11:33:33,388.05999755859375,-155.17,CLOSED
tr_1781278413,NFLX,LONG,894,2026-06-12 11:33:33,80.25,2026-06-12 11:43:43,80.48999786376953,214.56,CLOSED
tr_1781278444,MSFT,LONG,208,2026-06-12 11:34:04,387.9200134277344,2026-06-12 11:37:37,387.2799987792969,-133.12,CLOSED
tr_1781278474,META,LONG,99,2026-06-12 11:34:34,570.489990234375,2026-06-12 11:59:29,568.77587890625,-169.7,CLOSED
tr_1781278474,AMZN,LONG,179,2026-06-12 11:34:34,237.19000244140625,2026-06-12 11:40:40,236.72999572753903,-82.34,CLOSED
tr_1781278627,AAPL,LONG,92,2026-06-12 11:37:07,292.010009765625,2026-06-12 11:39:39,291.6199951171875,-35.88,CLOSED
tr_1781278687,MSFT,LONG,111,2026-06-12 11:38:07,387.0,2026-06-12 12:27:25,388.3800048828125,153.18,CLOSED
tr_1781278748,TSLA,LONG,75,2026-06-12 11:39:08,397.4200134277344,2026-06-12 11:40:40,395.8999938964844,-114.0,CLOSED
tr_1781278809,AAPL,LONG,79,2026-06-12 11:40:09,291.6449890136719,2026-06-12 11:49:51,291.1700134277344,-37.52,CLOSED
tr_1781278840,NVDA,LONG,79,2026-06-12 11:40:40,205.7850036621093,2026-06-12 11:43:12,205.22999572753903,-43.85,CLOSED
tr_1781278871,TSLA,LONG,98,2026-06-12 11:41:11,395.7200012207031,2026-06-12 11:45:15,394.2900085449219,-140.14,CLOSED
tr_1781278871,AMZN,LONG,124,2026-06-12 11:41:11,236.71499633789065,2026-06-12 11:44:14,236.31500244140625,-49.6,CLOSED
tr_1781278992,AMD,LONG,21,2026-06-12 11:43:12,511.2999877929688,2026-06-12 11:48:49,508.9200134277344,-49.98,CLOSED
tr_1781279023,NVDA,LONG,60,2026-06-12 11:43:43,205.36520385742188,2026-06-12 11:49:20,204.7400054931641,-37.51,CLOSED
tr_1781279084,AMZN,LONG,165,2026-06-12 11:44:44,236.17999267578125,2026-06-12 11:50:21,235.7050018310547,-78.37,CLOSED
tr_1781279145,TSLA,LONG,118,2026-06-12 11:45:45,394.0150146484375,2026-06-12 11:49:20,391.7449951171875,-267.86,CLOSED
tr_1781279360,AMD,LONG,51,2026-06-12 11:49:20,507.489990234375,2026-06-12 12:15:45,513.2249755859375,292.48,CLOSED
tr_1781279390,TSLA,LONG,115,2026-06-12 11:49:50,391.2199096679688,2026-06-12 12:03:32,387.6700134277344,-408.24,CLOSED
tr_1781279390,NVDA,LONG,165,2026-06-12 11:49:50,204.6999053955078,2026-06-12 12:16:15,205.7400054931641,171.62,CLOSED
tr_1781279451,AMZN,LONG,132,2026-06-12 11:50:51,235.6699981689453,2026-06-12 12:13:12,236.6600036621093,130.68,CLOSED
tr_1781279999,META,LONG,67,2026-06-12 11:59:59,569.1900024414062,2026-06-12 12:14:13,572.0,188.27,CLOSED
tr_1781280243,TSLA,LONG,127,2026-06-12 12:04:03,388.0199890136719,2026-06-12 12:23:22,392.25,537.21,CLOSED
tr_1781280365,AAPL,LONG,84,2026-06-12 12:06:05,290.9100036621094,2026-06-12 12:14:13,292.19500732421875,107.94,CLOSED
tr_1781281675,AAPL,LONG,351,2026-06-12 12:27:55,291.57000732421875,2026-06-12 12:35:32,291.260009765625,-108.81,CLOSED
tr_1781282162,AAPL,LONG,351,2026-06-12 12:36:02,291.010009765625,2026-06-12 13:06:58,291.5599975585937,193.05,CLOSED
tr_1781282254,AMZN,LONG,303,2026-06-12 12:37:34,236.1699981689453,2026-06-12 12:59:21,236.7100067138672,163.62,CLOSED
tr_1781282345,MSFT,LONG,129,2026-06-12 12:39:05,387.5299987792969,2026-06-12 12:52:46,387.0899963378906,-56.76,CLOSED
tr_1781282558,NVDA,LONG,171,2026-06-12 12:42:38,204.52999877929688,2026-06-12 12:59:52,205.1999969482422,114.57,CLOSED
tr_1781284444,NVDA,LONG,501,2026-06-12 13:14:04,204.6999969482422,2026-06-12 13:19:41,205.2299041748047,265.48,CLOSED
tr_1781284689,META,LONG,126,2026-06-12 13:18:09,568.7006225585938,2026-06-12 13:23:45,567.89501953125,-101.51,CLOSED
tr_1781284933,TSLA,LONG,203,2026-06-12 13:22:13,399.7300109863281,2026-06-12 13:29:20,401.7900085449219,418.18,CLOSED
tr_1781285055,META,LONG,109,2026-06-12 13:24:15,567.5999755859375,2026-06-12 13:35:56,566.8112182617188,-85.97,CLOSED
tr_1781285542,AAPL,LONG,290,2026-06-12 13:32:22,291.3599853515625,2026-06-12 13:36:57,291.1099853515625,-72.5,CLOSED
tr_1781285603,AMZN,LONG,250,2026-06-12 13:33:24,236.7949981689453,2026-06-12 13:55:46,236.52999877929688,-66.25,CLOSED
tr_1781285664,NVDA,LONG,202,2026-06-12 13:34:24,204.7400054931641,2026-06-12 13:47:39,205.2350006103516,99.99,CLOSED
tr_1781285695,NFLX,LONG,359,2026-06-12 13:34:55,80.79100036621094,2026-06-12 13:39:30,80.7300033569336,-21.9,CLOSED
tr_1781285786,META,LONG,68,2026-06-12 13:36:26,566.8150024414062,2026-06-12 13:39:30,566.02001953125,-54.06,CLOSED
tr_1781285848,AAPL,LONG,180,2026-06-12 13:37:28,291.1499938964844,2026-06-12 13:43:03,290.8900146484375,-46.8,CLOSED
tr_1781286031,META,LONG,100,2026-06-12 13:40:31,566.3800048828125,2026-06-12 13:55:46,565.8599853515625,-52.0,CLOSED
tr_1781286153,MSFT,LONG,103,2026-06-12 13:42:33,387.1300048828125,2026-06-12 13:43:34,386.7000122070313,-44.29,CLOSED
tr_1781286214,AAPL,LONG,150,2026-06-12 13:43:34,290.9049987792969,2026-06-12 13:44:35,290.5899963378906,-47.25,CLOSED
tr_1781286244,MSFT,LONG,110,2026-06-12 13:44:04,386.5799865722656,2026-06-12 13:53:45,387.1900024414063,67.1,CLOSED
tr_1781286244,NFLX,LONG,395,2026-06-12 13:44:04,80.73500061035156,2026-06-12 14:21:39,80.63500213623047,-39.5,CLOSED
tr_1781286306,AAPL,LONG,114,2026-06-12 13:45:06,290.3800048828125,2026-06-12 13:55:46,290.1099853515625,-30.78,CLOSED
tr_1781286977,AAPL,LONG,321,2026-06-12 13:56:17,290.0150146484375,2026-06-12 14:04:55,289.716796875,-95.73,CLOSED
tr_1781287282,AMD,LONG,125,2026-06-12 14:01:22,518.3201293945312,2026-06-12 14:01:52,517.5,-102.52,CLOSED
tr_1781287343,AMD,LONG,125,2026-06-12 14:02:23,517.0706787109375,2026-06-12 14:07:27,515.1300048828125,-242.58,CLOSED
tr_1781287526,AAPL,LONG,253,2026-06-12 14:05:26,289.739990234375,2026-06-12 14:11:00,290.3900146484375,164.46,CLOSED
tr_1781287526,AMZN,LONG,233,2026-06-12 14:05:26,236.30099487304688,2026-06-12 14:22:40,236.07000732421875,-53.82,CLOSED
tr_1781287678,AMD,LONG,105,2026-06-12 14:07:58,514.4299926757812,2026-06-12 14:19:38,513.1099853515625,-138.6,CLOSED
tr_1781288530,NFLX,LONG,1060,2026-06-12 14:22:10,80.625,2026-06-12 14:33:51,80.78009796142578,164.4,CLOSED
tr_1781288591,TSLA,LONG,190,2026-06-12 14:23:11,401.2049865722656,2026-06-12 14:51:07,400.260009765625,-179.55,CLOSED
tr_1781288591,META,LONG,101,2026-06-12 14:23:11,565.0700073242188,2026-06-12 14:34:22,566.0499877929688,98.98,CLOSED
tr_1781288652,NVDA,LONG,103,2026-06-12 14:24:12,204.3300018310547,2026-06-12 14:28:46,204.847900390625,53.34,CLOSED
tr_1781288652,AMD,LONG,30,2026-06-12 14:24:12,512.9949951171875,2026-06-12 14:31:49,514.844970703125,55.5,CLOSED
tr_1781290511,TSLA,LONG,254,2026-06-12 14:55:11,400.510009765625,2026-06-12 15:02:48,402.5499877929688,518.15,CLOSED
tr_1781290663,AMD,LONG,99,2026-06-12 14:57:43,513.25,2026-06-12 15:06:21,516.1900024414062,291.06,CLOSED
tr_1781290847,NFLX,LONG,448,2026-06-12 15:00:47,80.68499755859375,2026-06-12 15:17:29,80.54000091552734,-64.96,CLOSED
tr_1781291848,META,LONG,162,2026-06-12 15:17:29,565.6900024414062,2026-06-12 15:19:31,566.8200073242188,183.06,CLOSED
tr_1781291879,TSLA,LONG,187,2026-06-12 15:17:59,401.760009765625,2026-06-12 15:26:37,403.3999938964844,306.68,CLOSED
tr_1781292549,NFLX,LONG,1282,2026-06-12 15:29:10,80.5,2026-06-12 15:37:48,80.39129638671875,-139.36,CLOSED
tr_1781292702,NVDA,LONG,353,2026-06-12 15:31:42,204.17999267578125,2026-06-12 15:35:46,203.94000244140625,-84.72,CLOSED
tr_1781292733,AMD,LONG,99,2026-06-12 15:32:13,511.431396484375,2026-06-12 15:36:47,514.239990234375,278.05,CLOSED
tr_1781292794,META,LONG,62,2026-06-12 15:33:14,565.02001953125,2026-06-12 15:35:46,564.0499877929688,-60.14,CLOSED
tr_1781292915,AAPL,LONG,85,2026-06-12 15:35:16,290.3800048828125,2026-06-12 15:49:29,290.7799987792969,34.0,CLOSED
tr_1781292977,NVDA,LONG,242,2026-06-12 15:36:17,204.1100006103516,2026-06-12 15:54:03,204.64999389648438,130.68,CLOSED
tr_1781292977,META,LONG,65,2026-06-12 15:36:17,564.3400268554688,2026-06-12 15:45:25,563.6099853515625,-47.45,CLOSED
